date_created,item_id,seller_id,status,text,answer,smaller_title
2019-12-05T19:44:22.000-04:00,MLA817802367,467409779,ANSWERED,"Hola buenos días me llamo Juan Armua.  Soy vendedor y distribuidor de frutas congeladas.  Estamos recibiendo nuestros productos en el mercado central de BS.AS.  Contamos con stock permanente durante todo el año.  Moras IQF caja de 13.kg.  Frutillas Block caja de 16kg.   Frutillas IQF caja de 13.kg.  Arándanos Block caja de 15kg.  Arándanos IQF caja de 13.6kg.  Mango en pulpa caja de 16kg.  Piña cubeteadas con pulpa caja de 15kg.  Maracuyá con y sin semillas caja de 16kg.  Productos para utilizar en tragos, mermeladas, helados, dulces, Repostería gourmet, jugos, etc.  También ideal para revendedores!!!   Ventas mayoristas!!!!","{'text': '¡Hola! Los productos ""Banco de Alimentos"" son virtuales y no reales. Con la compra de alguno de ellos estás participando de una campaña de recaudación donando el importe del mismo para que desde nuestra ONG (Banco de Alimentos de Buenos Aires) podamos seguir colaborando con personas que sufren inseguridad alimentaria. En otras palabras, no recibirás el producto físicamente sino que con la compra estarás donando el monto del precio que figura. Para conocer más acerca del Banco de Alimentos ingresá a https://www.bancodealimentos.org.ar/ ¡Un saludo!', 'status': 'ACTIVE', 'date_created': '2019-12-06T07:55:38.263-04:00'}",Chocolate
2019-11-29T14:41:53.000-04:00,MLA817802367,467409779,ANSWERED,Cuáles son los medios de pago?,"{'text': '¡Buenas tardes Marina! Los medios de pago para donar un producto virtual son los mismos que ofrece la plataforma de Mercado Libre. Un saludo :)', 'status': 'ACTIVE', 'date_created': '2019-12-02T16:21:07.245-04:00'}",Chocolate
2019-12-05T07:06:39.000-04:00,MLA817793200,467409779,ANSWERED,"Hola les envié un mensaje y todavía no me respondieron, quisiera comunicarme con el vendedor así me quedo segura de mi compra!! Gracias.","{'text': '¡Hola! Los productos ""Banco de Alimentos"" son virtuales y no reales. Con la compra de alguno de ellos estás participando de una campaña de recaudación donando el importe del mismo para que desde nuestra ONG (Banco de Alimentos de Buenos Aires) podamos seguir colaborando con personas que sufren inseguridad alimentaria. En otras palabras, no recibirás el producto físicamente sino que con la compra estarás donando el monto del precio que figura. Para conocer más acerca del Banco de Alimentos ingresá a https://www.bancodealimentos.org.ar/ ¡Un saludo!', 'status': 'ACTIVE', 'date_created': '2019-12-05T09:22:45.265-04:00'}",Agua
2019-12-05T09:10:56.000-04:00,MLA817793200,467409779,ANSWERED,"¿ONG Mercado libre solidario""? .. pero ellos tendrian que donarlo desde su bolsillo..( para no pagar impuesto anual) .. no pedirlo como coto.. a costa de nuestra donacion ""voluntaria""","{'text': 'Hola! gracias por escribirnos! Mercado Libre puso a disposición su plataforma para que desde el Banco de Alimentos podamos lanzar una campaña de recaudación de fondos para sostener nuestros programas de recupero y entrega de alimentos que hoy impacta en 143.000 personas. Conocé más en www.bancodealimentos.org.ar Un saludo.', 'status': 'ACTIVE', 'date_created': '2019-12-05T09:20:47.198-04:00'}",Agua
2019-11-29T16:25:08.000-04:00,MLA817793200,467409779,ANSWERED,Espero que esto sirva. Voy a confiar. ¿,"{'text': 'Hola! ¡Gracias por escribirnos! Somos una organización sin fines de lucro que contribuye a reducir el hambre solicitando donaciones de alimentos aptos para el consumo a: empresas, supermercados y productores agropecuarios, a fin de almacenarlos, clasificarlos y distribuirlos entre 1000 comedores y otras organizaciones sociales ubicadas en CABA y GBA. De esta manera, colaboramos con la alimentación de más de 140.000 personas por día. Conocé más acerca de cómo trabajamos visitando nuestra página web: https://www.bancodealimentos.org.ar/nosotros/quienes-somos/ ¡Saludos!', 'status': 'ACTIVE', 'date_created': '2019-12-02T08:14:02.325-04:00'}",Agua
2019-11-30T09:44:10.000-04:00,MLA817793200,467409779,ANSWERED,"Banco de alimentos es una fundación ya muy conocida y respetable. No se puede dar info desde ML pero búscalo en cualquier lado. Son unos genios!!!! Esta manera de recaudar fondos es increíble. Felicitaciones, y éxitos.","{'text': 'Hola! Muchas gracias por el apoyo y por participar de la campaña. Un gran saludo!', 'status': 'ACTIVE', 'date_created': '2019-12-02T08:13:48.131-04:00'}",Agua
2019-11-29T13:05:35.000-04:00,MLA817793200,467409779,ANSWERED,Y a ustedes les cobra comisión mercado libre por esto? O no pagan comisión?,"{'text': '¡Buen día! Gracias por escribirnos. Nosotros pertenecemos a un programa para ONG que se llama ""Mercado Libre Solidario"" por lo que todo lo recaudado se destina a nuestra organización ¡Un gran saludo!', 'status': 'ACTIVE', 'date_created': '2019-12-02T08:00:32.393-04:00'}",Agua
2019-11-27T13:30:08.000-04:00,MLA817793200,467409779,ANSWERED,"Seria mas serio si dejaran info o un lugar donde comunicarse para realmente saber que esto no es un ""curro""....espero no borren mi mensaje y contesten algo coherente.","{'text': '<p style=""display: inline-block;font-family:Helvetica,Arial,\'sans-serif\';font-size:13px;line-height:17px;background: url(\'http://static.mlstatic.com/org-img/ch/ui/0.10.7/assets/icons.png\') no-repeat;border-radius: 3px;border-style: solid;border-width: 1px;margin: 0 0 5px;padding: 8px 10px 8px 34px;text-shadow: 0 1px 0 rgba(255, 255, 255, 0.5);background-color: #FCF8CB;background-position: -225px -101px;border-color: #E4E2B8;"">Tuvimos que borrar esta respuesta porque no cumple con nuestras <a href=""http://ayuda.mercadolibre.com.ar/ayuda/listado/politicas-de-publicacion-PPML"">Políticas de Publicación</a>.</p>', 'status': 'BANNED', 'date_created': '2019-11-28T11:09:03.835-04:00'}",Agua
2019-11-22T13:30:17.000-04:00,MLA817793200,467409779,ANSWERED,"Hola , les acabo de dejar mi donacion.- Que tengan un ¡¡¡ BUEN FIN DE SEMANA !!!","{'text': '¡Muchísimas gracias por convertirte en aliada del Banco de Alimentos Ofelia! Un saludo :)', 'status': 'ACTIVE', 'date_created': '2019-11-25T11:03:19.752-04:00'}",Agua
2019-11-25T09:48:31.000-04:00,MLA817798362,467409779,ANSWERED,¿Yo llevo la leche y me pagan o cómo es la cosa?,"{'text': '<p style=""display: inline-block;font-family:Helvetica,Arial,\'sans-serif\';font-size:13px;line-height:17px;background: url(\'http://static.mlstatic.com/org-img/ch/ui/0.10.7/assets/icons.png\') no-repeat;border-radius: 3px;border-style: solid;border-width: 1px;margin: 0 0 5px;padding: 8px 10px 8px 34px;text-shadow: 0 1px 0 rgba(255, 255, 255, 0.5);background-color: #FCF8CB;background-position: -225px -101px;border-color: #E4E2B8;"">Tuvimos que borrar esta respuesta porque no cumple con nuestras <a href=""http://ayuda.mercadolibre.com.ar/ayuda/listado/politicas-de-publicacion-PPML"">Políticas de Publicación</a>.</p>', 'status': 'BANNED', 'date_created': '2019-11-25T10:59:25.353-04:00'}",Leche
2019-12-04T21:15:57.000-04:00,MLA817804577,467409779,ANSWERED,"Hola, puedo pedir factura por la donacion que hice?  Gracias por tesponder","{'text': 'Hola! Sí! vamos a pedirte que nos escribas al formulario de contacto que te pasamos a continuación solicitando la factura. https://www.bancodealimentos.org.ar/contacto/ un saludo y gracias por sumarte a la campaña!', 'status': 'ACTIVE', 'date_created': '2019-12-05T09:28:59.748-04:00'}",Canasta
2019-12-05T09:02:57.000-04:00,MLA817804577,467409779,ANSWERED,"No entiendo.. en una respuesta dicen o confirman que van a empresas para comprar el alimento para posteriormente "" donarlos "" ... pero en la respuesta siguiente que dieron dicen o confirman que ustedes no donan el alimento fisicamente sino que recaudan dinero...  :s","{'text': 'Buen día! Somos una organización sin fines de lucro que contribuye a reducir el hambre solicitando donaciones de alimentos aptos para el consumo a: empresas, supermercados y productores agropecuarios, a fin de almacenarlos, clasificarlos y distribuirlos entre 1000 comedores y otras organizaciones sociales ubicadas en CABA y GBA. Por año recuperamos más de 5.000.000 de alimentos y para movilizar y almacenar dicha cantidad se necesitan recursos. Por esta razón es que -entre otras acciones de recaudación de fondos- lanzamos esta campaña para que cualquiera pueda colaborar! Un saludo!', 'status': 'ACTIVE', 'date_created': '2019-12-05T09:27:56.123-04:00'}",Canasta
2019-11-28T20:04:20.000-04:00,MLA817804577,467409779,ANSWERED,"Hola. Si hago la donacion, me dan un tiket, factura o comprobante fiscal? Muchas gracias.","{'text': 'Hola Arturo! Si, podemos hacerte un recibo por tu compra si nos enviás nro de CUIT, direccion y nombre completo. En caso de que quieras acceder a este documento podés contactarte ingresando al siguiente link: https://www.bancodealimentos.org.ar/contacto/ Un saludo!', 'status': 'ACTIVE', 'date_created': '2019-12-02T16:19:43.909-04:00'}",Canasta
